date,hour,CO,NO2,O3,SO2
20231002,12,0.33,14,95,8
20231002,13,0.33,12,105,8
20231002,14,0.31,11,112,7
20231002,15,0.3,12,115,6
20231002,16,0.3,14,110,6
20231002,17,0.31,19,100,6
20231002,18,0.33,20,93,7
20231002,19,0.31,20,89,7
20231002,20,0.36,24,80,7
20231002,21,0.36,25,74,7
20231002,22,0.38,22,73,7
20231002,23,0.39,23,64,7
20231003,0,0.41,23,52,6
20231003,1,0.4,23,46,6
20231003,2,0.41,21,45,7
20231003,3,0.41,18,44,6
20231003,4,0.4,21,36,6
20231003,5,0.4,30,25,7
20231003,6,0.42,30,23,8
20231003,7,0.44,33,19,10
20231003,8,0.46,32,25,10
20231003,9,0.46,24,65,8
20231003,10,0.39,18,88,8
20231003,11,0.4,16,103,7
20231003,12,0.36,14,113,6
20231003,13,0.34,12,119,6
20231003,14,0.36,11,120,6
20231003,15,0.39,11,120,5
20231003,16,0.36,12,122,5
20231003,17,0.36,14,120,6
20231003,18,0.4,18,109,6
20231003,19,0.47,29,84,6
20231003,20,0.49,35,64,6
20231003,21,0.5,34,56,7
20231003,22,0.5,29,59,8
20231003,23,0.51,26,55,7
20231004,0,0.54,24,51,8
20231004,1,0.47,24,50,7
20231004,2,0.42,22,48,6
20231004,3,0.45,24,37,6
20231004,4,0.45,29,26,6
20231004,5,0.47,37,12,6
20231004,6,0.47,41,6,6
20231004,7,0.55,41,8,7
20231004,8,0.57,41,10,7
20231004,9,0.59,39,35,9
20231004,10,0.5,27,74,9
20231004,11,0.49,19,96,11
20231004,12,0.54,18,111,11
20231004,13,0.51,17,122,9
20231004,14,0.56,19,127,10
20231004,15,0.56,21,124,11
20231004,16,0.54,23,114,10
20231004,17,0.59,29,96,9
20231004,18,0.57,29,93,9
20231004,19,0.59,34,79,8
20231004,20,0.6,36,65,9
20231004,21,0.67,36,51,8
20231004,22,0.74,33,46,11
20231004,23,0.71,29,46,11
20231005,0,0.79,32,35,12
20231005,1,0.69,33,28,11
20231005,2,0.75,39,18,11
20231005,3,0.7,37,30,10
20231005,4,0.57,30,46,9
20231005,5,0.53,26,50,8
20231005,6,0.49,23,54,8
20231005,7,0.45,25,53,8
20231005,8,0.44,25,57,8
20231005,9,0.4,20,72,9
20231005,10,0.4,16,88,8
20231005,11,0.4,15,99,9
20231005,12,0.41,14,111,9
20231005,13,0.41,14,122,9
20231005,14,0.4,14,129,10
20231005,15,0.41,15,134,10
20231005,16,0.44,15,137,10
20231005,17,0.44,19,127,8
20231005,18,0.43,22,116,8
20231005,19,0.43,30,99,9
20231005,20,0.44,30,91,9
20231005,21,0.46,28,89,10
20231005,22,0.41,28,84,9
20231005,23,0.44,29,76,9
20231006,0,0.49,33,57,10
20231006,1,0.45,31,55,9
20231006,2,0.41,30,51,9
20231006,3,0.43,29,47,9
20231006,4,0.41,30,43,9
20231006,5,0.4,28,42,9
20231006,6,0.44,34,34,9
20231006,7,0.5,37,32,10
20231006,8,0.56,40,33,12
20231006,9,0.54,42,32,13
20231006,10,0.42,31,54,11
20231006,11,0.4,28,60,9
20231006,12,0.4,29,60,9
20231006,13,0.39,28,60,9
20231006,14,0.4,30,60,8
20231006,15,0.41,32,57,8
20231006,16,0.42,41,45,8
20231006,17,0.5,54,25,7
20231006,18,0.54,61,17,7
20231006,19,0.56,55,22,7
20231006,20,0.56,46,29,7
20231006,21,0.54,43,34,8
20231006,22,0.55,44,28,7
20231006,23,0.58,53,12,7
20231007,0,0.59,54,7,7
20231007,1,0.56,52,7,9
20231007,2,0.57,54,6,10
20231007,3,0.62,55,5,13
20231007,4,0.69,54,8,18
20231007,5,0.61,48,11,15
20231007,6,0.58,49,10,17
20231007,7,0.59,47,13,16
20231007,8,0.65,46,16,14
20231007,9,0.74,43,30,13
20231007,10,0.67,37,44,11
20231007,11,0.69,31,64,11
20231007,12,0.57,17,92,9
20231007,13,0.4,13,98,7
20231007,14,0.36,11,102,6
20231007,15,0.35,12,102,6
20231007,16,0.38,13,99,6
20231007,17,0.35,15,95,6
20231007,18,0.39,19,87,7
20231007,19,0.41,23,77,7
20231007,20,0.39,28,65,7
20231007,21,0.41,30,56,9
20231007,22,0.42,34,46,7
20231007,23,0.47,39,38,8
20231008,0,0.49,37,36,11
20231008,1,0.49,34,35,9
20231008,2,0.53,36,28,9
20231008,3,0.56,36,24,9
20231008,4,0.54,38,21,9
20231008,5,0.55,40,17,9
20231008,6,0.57,41,21,10
20231008,7,0.56,40,23,10
20231008,8,0.54,38,37,10
20231008,9,0.44,30,63,9
20231008,10,0.4,26,77,10
20231008,11,0.4,21,88,9
20231008,12,0.41,17,109,9
20231008,13,0.41,16,121,8
20231008,14,0.39,15,129,8
20231008,15,0.39,16,133,8
20231008,16,0.38,17,138,8
20231008,17,0.41,20,133,8
20231008,18,0.44,27,115,8
20231008,19,0.57,50,73,8
20231008,20,0.66,63,40,7
20231008,21,0.73,73,23,7
20231008,22,0.79,75,17,9
20231008,23,0.76,67,22,9
20231009,0,0.61,57,36,8
20231009,1,0.6,48,31,7
20231009,2,0.59,45,27,7
20231009,3,0.55,45,25,7
20231009,4,0.53,48,22,8
20231009,5,0.55,48,21,10
20231009,6,0.59,49,17,10
20231009,7,0.63,49,17,10
20231009,8,0.81,54,13,13
20231009,9,0.93,55,22,13
20231009,10,0.79,47,56,15
20231009,11,0.58,27,103,15
20231009,12,0.54,19,126,12
20231009,13,0.54,16,140,10
20231009,14,0.49,13,146,9
20231009,15,0.44,14,152,9
20231009,16,0.46,16,154,10
20231009,18,0.51,36,117,9
20231009,19,0.56,39,108,10
20231009,20,0.58,45,97,11
20231009,21,0.61,49,84,11
20231009,22,0.6,49,76,10
20231009,23,0.63,44,68,10
20231010,0,0.69,48,51,10
20231010,1,0.79,55,41,12
20231010,2,0.7,58,35,13
20231010,3,0.62,53,33,12
20231010,4,0.67,48,33,11
20231010,5,0.66,45,33,10
20231010,6,0.61,51,24,10
20231010,7,0.61,52,24,10
20231010,8,0.6,46,34,11
20231010,9,0.61,40,45,10
20231010,10,0.61,30,68,10
20231010,11,0.53,21,87,9
20231010,12,0.44,16,101,8
20231010,13,0.43,15,115,8
20231010,14,0.4,14,123,8
20231010,15,0.39,15,125,7
20231010,16,0.4,16,126,7
20231010,17,0.44,19,126,7
20231010,18,0.46,29,112,7
20231010,19,0.59,48,78,7
20231010,20,0.7,63,47,7
20231010,21,0.66,52,59,7
20231010,22,0.65,51,44,7
20231010,23,0.7,55,28,7
20231011,0,0.73,55,23,8
20231011,1,0.73,52,24,7
20231011,2,0.71,46,23,7
20231011,3,0.7,45,18,7
20231011,4,0.71,46,17,7
20231011,5,0.74,45,12,7
20231011,6,0.76,50,6,7
20231011,7,0.81,52,7,8
20231011,8,1,60,8,11
20231011,9,0.94,68,25,18
20231011,10,0.83,54,72,19
20231011,11,0.64,32,111,16
20231011,12,0.56,20,137,11
20231011,13,0.58,18,151,11
20231011,14,0.54,17,159,10
20231011,15,0.55,18,162,9
20231011,16,0.56,19,159,9
20231011,17,0.59,20,152,9
20231011,18,0.61,27,136,8
20231011,19,0.74,39,106,8
20231011,20,0.86,60,59,8
20231011,21,0.91,69,44,8
20231011,22,0.89,68,36,8
20231011,23,0.84,70,28,7
20231012,0,0.87,60,36,8
20231012,1,0.85,80,16,8
20231012,2,0.8,79,21,9
20231012,3,0.76,68,24,9
20231012,4,0.76,70,20,9
20231012,5,0.72,67,19,9
20231012,6,0.74,67,15,9
20231012,7,0.79,63,13,9
20231012,8,0.78,53,28,13
20231012,9,0.69,42,58,16
20231012,10,0.58,26,101,11
20231012,11,0.53,17,125,10
20231012,12,0.5,15,139,8
20231012,13,0.45,14,147,7
20231012,14,0.44,15,147,7
20231012,15,0.41,17,143,7
20231012,16,0.45,24,131,7
20231012,17,0.49,35,115,7
20231012,18,0.56,43,98,8
20231012,19,0.61,51,80,8
20231012,20,0.65,63,60,9
20231012,21,0.64,66,51,9
20231012,22,0.66,67,41,9
20231012,23,0.69,72,32,9
20231013,0,0.66,69,30,9
20231013,1,0.64,59,36,9
20231013,2,0.6,57,34,8
20231013,3,0.54,47,45,8
20231013,4,0.51,36,51,8
20231013,5,0.51,34,48,8
20231013,6,0.55,39,37,8
20231013,7,0.55,40,34,8
20231013,8,0.6,40,42,9
20231013,9,0.53,28,82,9
20231013,10,0.5,25,100,9
20231013,11,0.49,23,114,10
20231013,12,0.47,19,135,8
20231013,13,0.47,18,146,8
20231013,14,0.49,16,156,8
20231013,15,0.47,17,163,7
20231013,16,0.5,19,168,7
20231013,17,0.56,23,165,7
20231013,18,0.59,31,149,7
20231013,19,0.71,53,105,7
20231013,20,0.84,67,64,7
20231013,21,0.95,71,43,7
20231013,22,0.91,62,45,8
20231013,23,0.9,65,36,7
20231014,0,0.89,68,28,8
20231014,1,0.9,68,27,9
20231014,2,0.85,61,33,9
20231014,3,0.84,57,31,10
20231014,4,0.85,54,30,9
20231014,5,0.83,50,32,9
20231014,6,0.89,54,25,10
20231014,7,0.91,61,18,11
20231014,8,0.98,62,23,12
20231014,9,0.96,58,49,13
20231014,10,0.9,39,94,13
20231014,11,0.84,38,116,12
20231014,12,0.77,25,147,11
20231014,13,0.64,20,166,10
20231014,14,0.65,18,176,10
20231014,15,0.66,19,179,10
20231014,16,0.68,22,176,10
20231014,17,0.69,28,161,10
20231014,18,0.65,41,123,10
20231014,19,0.66,53,88,9
20231014,20,0.81,64,56,9
20231014,21,1.01,80,25,8
20231014,22,0.96,77,27,7
20231014,23,1.01,76,23,8
20231015,0,1.01,75,15,9
20231015,1,0.95,69,16,9
20231015,2,0.93,65,19,8
20231015,3,0.94,63,16,8
20231015,4,0.88,56,19,8
20231015,5,0.9,52,22,8
20231015,6,0.94,53,28,10
20231015,7,1.08,58,26,12
20231015,8,1.2,63,23,15
20231015,9,1.25,72,50,20
20231015,10,0.96,61,104,17
20231015,11,0.77,37,161,15
20231015,12,0.71,30,181,15
20231015,13,0.66,25,194,13
20231015,14,0.56,24,197,12
20231015,15,0.53,27,192,11
20231015,16,0.55,23,199,11
20231015,17,0.55,28,185,10
20231015,18,0.61,44,149,9
20231015,19,0.76,66,101,9
20231015,20,0.84,66,86,9
20231015,21,0.79,58,97,10
20231015,22,0.75,55,98,10
20231015,23,0.75,59,79,9
20231016,0,0.78,48,82,10
20231016,1,0.8,45,76,9
20231016,2,0.81,46,63,9
20231016,3,0.84,48,51,8
20231016,4,0.84,56,32,8
20231016,5,0.82,53,38,8
20231016,6,0.88,68,18,9
20231016,7,0.91,80,13,12
20231016,8,0.97,72,21,13
20231016,9,0.94,56,44,18
20231016,10,1.01,50,71,18
20231016,11,1.01,43,95,16
20231016,12,1.03,35,131,16
20231016,13,1.01,32,165,16
20231016,14,0.95,29,190,15
20231016,15,0.8,25,202,14
20231016,16,0.63,25,207,12
20231016,17,0.61,29,198,11
20231016,18,0.67,45,167,11
20231016,19,0.66,53,142,11
20231016,20,0.66,39,138,11
20231016,21,0.73,37,125,11
20231016,22,0.7,41,96,10
20231016,23,0.59,38,68,8
20231017,0,0.52,33,55,8
20231017,1,0.49,34,44,8
20231017,2,0.49,36,36,8
20231017,3,0.48,36,34,8
20231017,4,0.49,37,30,8
20231017,5,0.54,38,25,7
20231017,6,0.56,39,22,7
20231017,7,0.61,43,16,7
20231017,8,0.66,42,19,9
20231017,9,0.68,36,39,9
20231017,10,0.68,35,66,10
20231017,11,0.71,33,103,11
20231017,12,0.71,27,148,12
20231017,13,0.67,22,180,11
20231017,14,0.57,19,193,10
20231017,15,0.53,20,200,10
20231017,16,0.51,22,192,9
20231017,17,0.47,26,181,9
20231017,18,0.49,31,158,8
20231017,19,0.53,36,141,8
20231017,20,0.61,37,139,9
20231017,21,0.77,37,142,9
20231017,22,0.82,35,138,9
20231017,23,0.85,34,131,9
20231018,0,0.8,33,125,9
20231018,1,0.78,29,129,9
20231018,2,0.76,29,125,9
20231018,3,0.74,29,121,10
20231018,4,0.74,29,118,10
20231018,5,0.74,30,121,11
20231018,6,0.74,30,119,11
20231018,7,0.77,37,106,11
20231018,8,0.81,45,99,12
20231018,9,0.84,43,110,13
20231018,10,0.85,43,122,14
20231018,11,0.79,40,140,14
20231018,12,0.8,38,152,12
20231018,13,0.75,34,167,11
20231018,14,0.7,29,165,10
20231018,15,0.67,28,170,9
20231018,16,0.7,30,167,10
20231018,17,0.74,32,158,11
20231018,18,0.83,49,132,11
20231018,19,0.86,48,131,11
20231018,20,0.86,36,140,12
20231018,21,0.9,37,124,17
20231018,22,0.94,40,102,21
20231018,23,0.96,39,85,15
20231019,0,0.96,37,74,11
20231019,1,0.94,32,72,12
20231019,2,0.89,29,72,12
20231019,3,0.89,26,70,8
20231019,4,0.89,29,57,7
20231019,5,0.89,27,49,7
20231019,6,0.95,31,40,7
20231019,7,1.05,35,32,8
20231019,8,1.01,35,40,8
20231019,9,0.91,31,50,7
20231019,10,0.89,33,52,7
20231019,11,0.94,37,47,7
20231019,12,0.98,40,52,9
20231019,13,0.99,36,59,10
20231019,14,0.99,35,65,10
20231019,15,0.96,39,62,10
20231019,16,0.67,28,74,10
20231019,17,0.57,31,66,8
20231019,18,0.5,28,66,7
20231019,19,0.5,30,60,6
20231019,20,0.5,30,55,7
20231019,21,0.52,27,53,6
20231019,22,0.53,29,43,6
20231019,23,0.49,31,38,7
20231020,0,0.49,26,40,7
20231020,1,0.47,27,37,7
20231020,2,0.51,27,34,7
20231020,3,0.56,31,22,8
20231020,4,0.65,36,11,9
20231020,5,0.68,39,6,10
20231020,6,0.69,42,5,11
20231020,7,0.74,43,6,12
20231020,8,0.71,38,17,11
20231020,9,0.65,28,40,10
20231020,10,0.56,23,53,10
20231020,11,0.5,19,63,9
20231020,12,0.46,17,71,8
20231020,13,0.39,17,77,7
20231020,14,0.4,17,83,7
20231020,15,0.39,18,83,8
20231020,16,0.39,20,82,8
20231020,17,0.39,23,76,8
20231020,18,0.4,31,63,8
20231020,19,0.5,40,48,11
20231020,20,0.55,51,30,16
20231020,21,0.59,56,22,13
20231020,22,0.64,57,15,10
20231020,23,0.66,57,11,9
20231021,0,0.69,53,9,9
20231021,1,0.67,50,8,9
20231021,2,0.65,45,8,8
20231021,3,0.64,44,7,8
20231021,4,0.65,42,7,8
20231021,5,0.66,39,7,8
20231021,6,0.65,39,5,9
20231021,7,0.69,38,4,8
20231021,8,0.77,39,7,11
20231021,9,0.74,47,19,16
20231021,10,0.64,40,48,13
20231021,11,0.6,36,64,12
20231021,12,0.59,33,82,11
20231021,13,0.6,27,106,12
20231021,14,0.58,23,121,11
20231021,15,0.56,25,124,11
20231021,16,0.55,25,127,11
20231021,17,0.59,29,124,11
20231021,18,0.65,41,99,11
20231021,19,0.81,58,60,9
20231021,20,0.94,71,36,9
20231021,21,0.91,78,20,9
20231021,22,0.89,77,20,9
20231021,23,0.83,70,27,11
20231022,0,0.76,66,30,11
20231022,1,0.75,65,27,11
20231022,2,0.76,69,23,11
20231022,3,0.79,70,20,11
20231022,4,0.79,71,16,11
20231022,5,0.79,72,12,11
20231022,6,0.81,70,12,11
20231022,7,0.85,67,12,11
20231022,8,0.88,64,16,12
20231022,9,0.89,66,29,15
20231022,10,0.82,59,53,17
20231022,11,0.7,47,83,16
20231022,12,0.57,33,119,13
20231022,13,0.54,26,139,11
20231022,14,0.46,22,147,10
20231022,15,0.41,23,145,9
20231022,16,0.41,25,140,9
20231022,17,0.41,30,130,8
20231022,18,0.49,44,104,8
20231022,19,0.56,58,71,9
20231022,20,0.69,74,42,9
20231022,21,0.69,74,40,9
20231022,22,0.69,73,42,11
20231022,23,0.65,71,42,11
20231023,0,0.68,63,47,11
20231023,1,0.71,57,49,10
20231023,2,0.72,55,46,10
20231023,3,0.75,54,46,9
20231023,4,0.77,57,44,9
20231023,5,0.75,65,39,9
20231023,6,0.78,70,35,9
20231023,7,0.86,75,28,9
20231023,8,0.91,75,34,10
20231023,9,0.88,60,71,12
20231023,10,0.79,52,98,14
20231023,11,0.76,39,123,14
20231023,12,0.63,30,146,12
20231023,13,0.55,23,161,10
20231023,14,0.53,22,164,9
20231023,15,0.54,23,166,9
20231023,16,0.53,25,168,9
20231023,17,0.54,29,163,9
20231023,18,0.59,43,139,9
20231023,19,0.64,50,121,9
20231023,20,0.68,52,107,9
20231023,21,0.68,51,97,9
20231023,22,0.68,53,83,9
20231023,23,0.69,62,63,10
20231024,0,0.69,59,65,9
20231024,1,0.68,53,67,9
20231024,2,0.68,48,66,9
20231024,3,0.69,51,53,8
20231024,4,0.71,56,46,8
20231024,5,0.71,56,39,9
20231024,6,0.78,62,28,9
20231024,7,0.78,68,22,9
20231024,8,0.85,68,26,10
20231024,9,0.83,59,53,12
20231024,10,0.81,50,88,13
20231024,11,0.81,41,117,13
20231024,12,0.71,37,141,13
20231024,13,0.69,28,164,12
20231024,14,0.63,22,183,11
20231024,15,0.64,22,191,10
20231024,16,0.66,25,192,10
20231024,17,0.7,30,185,10
20231024,18,0.8,45,154,10
20231024,19,1.03,69,93,9
20231024,20,1.19,84,58,9
20231024,21,1.1,85,49,9
20231024,22,1.11,82,40,8
20231024,23,1.06,76,43,9
20231025,0,0.97,74,42,9
20231025,1,0.91,62,49,10
20231025,2,0.95,67,36,9
20231025,3,0.91,73,19,9
20231025,4,0.93,69,14,9
20231025,5,0.95,67,11,9
20231025,6,1,62,9,9
20231025,7,1.06,58,7,8
20231025,8,1.24,62,11,10
20231025,9,1.32,77,20,15
20231025,10,1.25,79,50,21
20231025,11,1.14,66,103,19
20231025,12,0.95,41,143,16
20231025,13,0.77,29,165,13
20231025,14,0.71,25,182,12
20231025,15,0.66,26,188,12
20231025,16,0.64,30,175,11
20231025,17,0.7,37,163,12
20231025,18,0.71,43,137,11
20231025,19,0.77,54,103,10
20231025,20,0.78,53,95,10
20231025,21,0.75,52,90,10
20231025,22,0.78,56,79,12
20231025,23,0.83,54,73,13
20231026,0,0.89,54,63,12
20231026,1,0.86,53,57,12
20231026,2,0.89,63,44,11
20231026,3,0.9,61,40,11
20231026,4,0.95,60,32,12
20231026,5,0.95,58,30,11
20231026,6,0.99,59,23,11
20231026,7,1.09,59,16,11
20231026,8,1.21,63,11,11
20231026,9,1.22,73,18,13
20231026,10,1.15,72,47,15
20231026,11,1.06,61,83,14
20231026,12,0.99,52,110,12
20231026,13,0.84,39,136,11
20231026,14,0.69,24,158,9
20231026,15,0.61,21,174,9
20231026,16,0.61,24,177,9
20231026,17,0.6,29,166,9
20231026,18,0.76,57,111,8
20231026,19,1.01,90,57,8
20231026,20,1.07,97,45,9
20231026,21,0.91,52,108,11
20231026,22,0.72,30,94,9
20231026,23,0.53,27,70,8
20231027,0,0.45,27,57,7
20231027,1,0.4,29,49,7
20231027,2,0.41,31,44,7
20231027,3,0.41,33,41,8
20231027,4,0.42,35,37,8
20231027,5,0.45,35,36,9
20231027,6,0.5,39,30,10
20231027,7,0.55,44,24,10
20231027,8,0.65,42,27,13
20231027,9,0.78,40,32,16
20231027,10,0.71,33,45,14
20231027,11,0.64,25,70,11
20231027,12,0.64,22,93,10
20231027,13,0.6,22,101,10
20231027,14,0.55,21,108,8
20231027,15,0.5,23,112,8
20231027,16,0.5,26,114,8
20231027,17,0.49,33,102,7
20231027,18,0.54,46,77,7
20231027,19,0.64,56,59,7
20231027,20,0.69,60,47,8
20231027,21,0.64,53,49,8
20231027,22,0.59,48,45,8
20231027,23,0.56,45,43,7
20231028,0,0.55,41,44,7
20231028,1,0.53,38,43,8
20231028,2,0.55,37,40,8
20231028,3,0.6,37,37,7
20231028,4,0.63,39,29,7
20231028,5,0.64,44,25,8
20231028,6,0.65,46,22,8
20231028,7,0.68,50,17,8
20231028,8,0.7,53,13,10
20231028,9,0.63,46,26,11
20231028,10,0.71,44,40,12
20231028,11,0.78,44,64,12
20231028,12,0.84,36,107,12
20231028,13,0.85,29,147,12
20231028,14,0.81,26,166,11
20231028,15,0.79,25,180,10
20231028,16,0.77,23,194,10
20231028,17,0.83,30,188,9
20231028,18,0.91,43,158,9
20231028,19,0.9,51,133,9
20231028,20,0.95,49,120,9
20231028,21,0.83,44,102,9
20231028,22,0.77,42,88,8
20231028,23,0.73,41,72,9
20231029,0,0.7,40,59,9
20231029,1,0.66,42,49,9
20231029,2,0.65,42,42,9
20231029,3,0.63,43,37,9
20231029,4,0.64,44,32,8
20231029,5,0.63,45,27,9
20231029,6,0.61,47,22,8
20231029,7,0.66,49,17,9
20231029,8,0.72,54,13,9
20231029,9,0.69,52,23,10
20231029,10,0.64,43,47,12
20231029,11,0.68,40,70,13
20231029,12,0.77,37,100,13
20231029,13,0.74,28,140,12
20231029,14,0.68,22,173,10
20231029,15,0.68,21,190,9
20231029,16,0.68,26,189,9
20231029,17,0.68,33,178,9
20231029,18,0.69,42,151,9
20231029,19,0.71,49,124,8
20231029,20,0.69,49,108,8
20231029,21,0.64,49,95,9
20231029,22,0.64,46,83,9
20231029,23,0.66,42,79,9
20231030,0,0.6,39,75,8
20231030,1,0.58,38,72,8
20231030,2,0.63,39,66,8
20231030,3,0.67,41,60,9
20231030,4,0.71,42,56,9
20231030,5,0.71,45,49,9
20231030,6,0.76,49,40,9
20231030,7,0.8,54,32,10
20231030,8,0.91,58,36,11
20231030,9,0.93,56,58,13
20231030,10,0.91,51,85,14
20231030,11,0.86,46,114,13
20231030,12,0.82,34,154,12
20231030,13,0.7,25,171,10
20231030,14,0.69,21,178,9
20231030,15,0.61,19,174,8
20231030,16,0.57,21,167,8
20231030,17,0.59,28,154,8
20231030,18,0.57,39,128,8
20231030,19,0.65,43,112,8
20231030,20,0.65,38,115,8
20231030,21,0.69,34,117,9
20231030,22,0.69,34,111,9
20231030,23,0.71,37,96,9
20231031,0,0.74,40,80,10
20231031,1,0.76,40,72,10
20231031,2,0.79,41,69,11
20231031,3,0.79,43,61,10
20231031,4,0.8,44,60,10
20231031,5,0.81,45,56,12
20231031,6,0.84,44,57,12
20231031,7,0.85,46,57,11
20231031,8,0.94,49,56,12
20231031,9,0.96,49,70,13
20231031,10,0.94,44,99,12
20231031,11,0.79,30,136,10
20231031,12,0.65,23,158,10
20231031,13,0.63,21,171,9
20231031,14,0.59,22,176,9
20231031,15,0.58,23,181,9
20231031,16,0.54,25,175,8
20231031,17,0.6,33,160,9
20231031,18,0.67,41,136,8
20231031,19,0.81,53,104,8
20231031,20,0.84,43,107,8
20231031,21,0.84,37,107,9
20231031,22,0.81,37,101,9
20231031,23,0.81,36,93,9
20231101,0,0.8,36,87,9
20231101,1,0.81,35,86,9
20231101,2,0.8,34,92,9
20231101,3,0.81,30,101,10
20231101,4,0.84,28,104,10
20231101,5,0.83,27,103,10
20231101,6,0.79,26,103,10
20231101,7,0.79,29,99,10
20231101,8,0.83,35,92,10
20231101,9,0.8,32,103,9
20231101,10,0.75,28,120,10
20231101,11,0.74,26,134,10
20231101,12,0.71,22,150,9
20231101,13,0.64,20,167,9
20231101,14,0.64,19,181,9
20231101,15,0.61,20,184,9
20231101,16,0.64,24,180,8
20231101,17,0.61,30,170,8
20231101,18,0.63,38,148,8
20231101,19,0.7,46,120,8
20231101,20,0.7,45,101,8
20231101,21,0.7,44,92,10
20231101,22,0.7,43,84,9
20231101,23,0.69,39,89,10
20231102,0,0.76,40,83,11
20231102,1,0.77,40,75,11
20231102,2,0.8,37,72,11
20231102,3,0.76,36,73,12
20231102,4,0.76,36,69,12
20231102,5,0.77,40,61,12
20231102,6,0.76,42,55,12
20231102,7,0.8,46,48,12
20231102,8,0.84,53,42,12
20231102,9,0.86,49,57,13
20231102,10,0.83,46,82,12
20231102,11,0.79,38,119,12
20231102,12,0.71,29,151,11
20231102,13,0.64,21,169,10
20231102,14,0.59,17,180,9
20231102,15,0.59,19,182,9
20231102,16,0.59,23,179,9
20231102,17,0.6,27,171,9
20231102,18,0.67,38,141,9
20231102,19,0.79,53,108,9
20231102,20,0.76,46,101,10
20231102,21,0.78,41,97,10
20231102,22,0.76,41,90,11
20231102,23,0.79,43,80,13
20231103,0,0.83,47,61,12
20231103,1,0.84,49,49,12
20231103,2,0.86,49,42,11
20231103,3,0.86,51,30,11
20231103,4,0.89,57,20,11
20231103,5,0.89,63,13,10
20231103,6,0.93,71,13,11
20231103,7,0.94,68,27,14
20231103,8,0.86,42,62,12
20231103,9,0.7,28,70,10
20231103,10,0.7,26,75,9
20231103,11,0.78,26,88,9
20231103,12,0.86,25,103,10
20231103,13,0.91,25,114,10
20231103,14,0.96,26,121,10
20231103,15,0.98,31,113,10
20231103,16,0.96,35,103,10
20231103,17,0.88,38,90,10
20231103,18,0.82,42,70,9
20231103,19,0.82,42,53,10
20231103,20,0.81,36,49,9
20231103,21,0.79,34,43,9
20231103,22,0.82,33,40,10
20231103,23,0.85,33,37,11
20231104,0,0.84,35,32,12
20231104,1,0.78,38,24,11
20231104,2,0.71,41,17,11
20231104,3,0.73,43,16,12
20231104,4,0.73,43,13,12
20231104,5,0.65,43,13,10
20231104,6,0.69,40,14,11
20231104,7,0.74,38,16,10
20231104,8,0.74,37,16,10
20231104,9,0.74,37,15,11
20231104,10,0.81,38,17,11
20231104,11,0.88,39,16,11
20231104,12,0.98,39,18,11
20231104,13,0.91,34,29,10
20231104,14,0.88,33,37,10
20231104,15,0.81,32,41,10
20231104,16,0.76,32,38,10
20231104,17,0.65,28,42,9
20231104,18,0.55,25,45,9
20231104,19,0.54,24,44,8
20231104,20,0.54,24,42,9
20231104,21,0.56,24,39,10
20231104,22,0.61,25,35,10
20231104,23,0.65,27,29,11
20231105,0,0.61,26,32,10
20231105,1,0.56,24,35,10
20231105,2,0.55,22,36,9
20231105,3,0.56,22,36,8
20231105,4,0.55,22,34,7
20231105,5,0.55,20,33,7
20231105,6,0.56,19,33,6
20231105,7,0.55,21,29,6
20231105,8,0.55,22,25,6
20231105,9,0.57,24,18,6
20231105,10,0.64,29,13,6
20231105,11,0.61,26,21,6
20231105,12,0.64,25,32,6
20231105,13,0.64,22,45,6
20231105,14,0.66,20,47,6
20231105,15,0.77,25,23,6
20231105,16,0.75,27,14,5
20231105,17,0.65,24,26,5
20231105,18,0.56,19,41,6
20231105,19,0.55,17,47,5
20231105,20,0.6,19,42,6
20231105,21,0.61,18,45,6
20231105,22,0.61,17,48,6
20231105,23,0.59,16,51,6
20231106,0,0.57,16,49,6
20231106,1,0.57,16,50,6
20231106,2,0.57,15,54,6
20231106,3,0.55,15,55,7
20231106,4,0.55,15,52,7
20231106,5,0.55,17,45,8
20231106,6,0.54,19,42,8
20231106,7,0.54,20,40,8
20231106,8,0.54,21,37,9
20231106,9,0.5,18,45,9
20231106,10,0.46,15,54,9
20231106,11,0.44,14,62,9
20231106,12,0.44,14,66,8
20231106,13,0.42,13,69,7
20231106,14,0.42,13,75,7
20231106,15,0.41,14,79,7
20231106,16,0.4,16,77,7
20231106,17,0.42,19,73,7
20231106,18,0.47,25,65,7
20231106,19,0.52,33,55,7
20231106,20,0.54,34,48,9
20231106,21,0.59,37,38,9
20231106,22,0.59,44,25,8
20231106,23,0.59,49,16,7
20231107,0,0.64,51,10,7
20231107,1,0.6,44,10,6
20231107,2,0.65,39,13,7
20231107,3,0.68,45,7,9
20231107,4,0.67,48,7,10
20231107,5,0.69,50,6,11
20231107,6,0.67,46,16,10
20231107,7,0.72,45,18,8
20231107,8,0.76,41,23,9
20231107,9,0.76,35,39,10
20231107,10,0.61,31,50,9
20231107,11,0.5,21,69,8
20231107,12,0.43,16,83,8
20231107,13,0.41,15,88,8
20231107,14,0.4,18,89,7
20231107,15,0.41,20,92,8
20231107,16,0.41,22,94,7
20231107,17,0.38,26,86,7
20231107,18,0.39,29,80,7
20231107,19,0.41,31,76,7
20231107,20,0.44,31,72,7
20231107,21,0.47,29,73,8
20231107,22,0.5,31,67,8
