date,hour,CO,NO2,O3,SO2
20230330,6,0.6,51,44,11
20230330,7,0.7,58,33,12
20230330,8,0.79,60,33,15
20230330,9,0.74,45,59,16
20230330,10,0.69,34,84,14
20230330,11,0.67,27,114,12
20230330,12,0.64,20,136,11
20230330,13,0.61,18,147,10
20230330,14,0.6,16,157,9
20230330,15,0.56,16,162,9
20230330,16,0.57,18,166,9
20230330,17,0.55,18,165,9
20230330,18,0.55,19,160,8
20230330,19,0.6,24,148,9
20230330,20,0.6,27,139,9
20230330,21,0.59,28,129,9
20230330,22,0.55,29,120,9
20230330,23,0.55,30,113,9
20230331,0,0.56,32,106,15
20230331,1,0.61,31,109,12
20230331,2,0.65,31,105,13
20230331,3,0.69,37,92,12
20230331,4,0.7,44,79,10
20230331,5,0.76,42,73,11
20230331,6,0.79,49,57,11
20230331,7,0.79,61,42,12
20230331,8,0.82,56,47,13
20230331,9,0.86,45,64,14
20230331,10,0.76,29,91,13
20230331,11,0.66,19,125,11
20230331,12,0.6,14,139,9
20230331,13,0.56,13,142,9
20230331,14,0.54,13,139,8
20230331,15,0.53,13,142,8
20230331,16,0.53,14,142,8
20230331,17,0.51,13,141,8
20230331,18,0.53,15,137,7
20230331,19,0.53,19,125,8
20230331,20,0.51,21,115,8
20230331,21,0.51,21,113,9
20230331,22,0.55,22,114,9
20230331,23,0.58,24,112,10
20230401,0,0.59,26,106,11
20230401,1,0.6,33,90,11
20230401,2,0.6,37,76,14
20230401,3,0.6,42,59,16
20230401,4,0.6,41,50,15
20230401,5,0.61,44,40,13
20230401,6,0.61,43,37,12
20230401,7,0.63,47,33,12
20230401,8,0.65,43,41,15
20230401,9,0.64,32,63,16
20230401,10,0.68,25,83,14
20230401,11,0.66,18,106,13
20230401,12,0.58,13,124,11
20230401,13,0.54,12,131,10
20230401,14,0.51,13,137,10
20230401,15,0.53,13,140,10
20230401,16,0.54,14,143,10
20230401,17,0.54,16,144,11
20230401,18,0.56,18,144,10
20230401,19,0.61,22,134,9
20230401,20,0.61,26,121,10
20230401,21,0.61,27,115,11
20230401,22,0.63,33,97,12
20230401,23,0.59,32,95,13
20230402,0,0.59,36,80,16
20230402,1,0.56,36,59,15
20230402,2,0.57,38,46,15
20230402,3,0.57,39,39,14
20230402,4,0.59,42,33,13
20230402,5,0.57,43,31,12
20230402,6,0.59,44,33,13
20230402,7,0.61,47,39,15
20230402,8,0.63,44,54,18
20230402,9,0.63,36,80,18
20230402,10,0.58,27,99,15
20230402,11,0.55,19,115,14
20230402,12,0.56,15,127,11
20230402,13,0.56,14,129,10
20230402,14,0.54,13,131,10
20230402,15,0.5,12,132,10
20230402,16,0.47,13,130,9
20230402,17,0.49,15,138,8
20230402,18,0.51,19,147,9
20230402,19,0.56,22,148,9
20230402,20,0.56,23,141,10
20230402,21,0.58,22,135,10
20230402,22,0.56,23,127,12
20230402,23,0.56,22,117,11
20230403,0,0.58,22,103,10
20230403,1,0.58,21,102,9
20230403,2,0.58,19,111,9
20230403,3,0.55,18,120,9
20230403,4,0.56,19,123,9
20230403,5,0.56,18,123,9
20230403,6,0.57,18,118,9
20230403,7,0.57,19,113,9
20230403,8,0.56,20,100,9
20230403,9,0.61,21,89,9
20230403,10,0.6,22,85,8
20230403,11,0.6,21,84,8
20230403,12,0.54,18,84,8
20230403,13,0.51,15,91,7
20230403,14,0.55,16,92,7
20230403,15,0.53,16,92,7
20230403,16,0.54,16,90,7
20230403,17,0.54,17,88,7
20230403,18,0.56,16,87,7
20230403,19,0.56,15,86,7
20230403,20,0.56,14,85,7
20230403,21,0.56,14,83,7
20230403,22,0.57,15,86,7
20230403,23,0.59,14,79,7
20230404,0,0.61,14,80,7
20230404,1,0.61,14,83,7
20230404,2,0.63,14,80,7
20230404,3,0.66,14,76,7
20230404,4,0.66,14,71,7
20230404,5,0.66,15,66,7
20230404,6,0.67,16,59,7
20230404,7,0.69,20,51,7
20230404,8,0.66,23,46,8
20230404,9,0.69,26,42,7
20230404,10,0.7,25,43,7
20230404,11,0.69,23,48,7
20230404,12,0.73,20,53,8
20230404,13,0.69,15,63,7
20230404,14,0.65,15,60,7
20230404,15,0.73,17,54,7
20230404,16,0.68,18,55,7
20230404,17,0.68,18,60,6
20230404,18,0.65,18,58,6
20230404,19,0.64,18,56,6
20230404,20,0.61,16,57,6
20230404,21,0.63,15,60,6
20230404,22,0.64,14,60,6
20230404,23,0.63,14,61,6
20230405,0,0.65,13,62,6
20230405,1,0.69,14,65,6
20230405,2,0.7,14,63,6
20230405,3,0.69,14,65,6
20230405,4,0.71,14,69,7
20230405,5,0.71,13,70,6
20230405,6,0.72,13,68,6
20230405,7,0.72,16,66,7
20230405,8,0.75,16,70,7
20230405,9,0.71,15,73,7
20230405,10,0.68,15,72,7
20230405,11,0.66,14,75,7
20230405,12,0.62,14,85,6
20230405,13,0.61,13,95,7
20230405,14,0.59,13,96,7
20230405,15,0.59,14,95,7
20230405,16,0.54,14,97,6
20230405,17,0.53,15,96,7
20230405,18,0.56,16,93,7
20230405,19,0.57,18,88,7
20230405,20,0.6,18,84,7
20230405,21,0.61,22,74,7
20230405,22,0.63,25,65,7
20230405,23,0.66,30,51,7
20230406,0,0.67,30,40,7
20230406,1,0.68,29,34,7
20230406,2,0.68,36,25,7
20230406,3,0.68,33,26,7
20230406,4,0.69,30,27,8
20230406,5,0.71,31,24,8
20230406,6,0.75,39,14,9
20230406,7,0.76,47,12,11
20230406,8,0.84,42,25,12
20230406,9,0.86,43,30,13
20230406,10,0.85,42,39,13
20230406,11,0.8,43,43,12
20230406,12,0.7,33,52,11
20230406,13,0.64,27,57,10
20230406,14,0.6,20,57,9
20230406,15,0.56,18,61,8
20230406,16,0.64,21,52,8
20230406,17,0.65,21,61,8
20230406,18,0.63,23,72,8
20230406,19,0.66,29,63,8
20230406,20,0.72,36,49,8
20230406,21,0.79,47,34,8
20230406,22,0.71,43,37,7
20230406,23,0.59,24,58,8
20230407,0,0.6,21,61,9
20230407,1,0.6,25,54,11
20230407,2,0.59,25,52,11
20230407,3,0.63,24,50,11
20230407,4,0.64,28,44,12
20230407,5,0.66,29,40,13
20230407,6,0.78,30,37,13
20230407,7,0.7,31,38,13
20230407,8,0.7,28,49,15
20230407,9,0.65,24,62,16
20230407,10,0.59,22,70,16
20230407,11,0.5,17,85,12
20230407,12,0.39,13,96,8
20230407,13,0.4,12,105,8
20230407,14,0.39,11,111,8
20230407,15,0.39,11,114,7
20230407,16,0.37,12,113,8
20230407,17,0.37,14,111,8
20230407,18,0.4,16,110,8
20230407,19,0.4,21,99,8
20230407,20,0.5,34,76,9
20230407,21,0.58,43,56,9
20230407,22,0.63,50,44,10
20230407,23,0.69,59,29,10
20230408,0,0.71,62,20,10
20230408,1,0.7,58,21,10
20230408,2,0.68,58,14,9
20230408,3,0.66,57,14,10
20230408,4,0.66,55,11,9
20230408,5,0.68,54,8,9
20230408,6,0.68,51,10,9
20230408,7,0.79,47,10,10
20230408,8,0.88,53,15,13
20230408,9,0.76,53,42,15
20230408,10,0.51,28,90,11
20230408,11,0.42,13,109,9
20230408,12,0.42,12,115,9
20230408,13,0.41,11,122,8
20230408,14,0.41,11,132,8
20230408,15,0.42,13,138,8
20230408,16,0.46,13,145,9
20230408,17,0.46,14,145,9
20230408,18,0.5,17,141,10
20230408,19,0.5,20,128,9
20230408,20,0.53,22,114,9
20230408,21,0.53,27,103,10
20230408,22,0.55,29,97,11
20230408,23,0.56,27,93,12
20230409,0,0.56,28,88,10
20230409,1,0.56,24,94,10
20230409,2,0.51,20,95,9
20230409,3,0.5,21,90,11
20230409,4,0.51,24,82,11
20230409,5,0.55,25,75,11
20230409,6,0.55,27,70,11
20230409,7,0.6,32,69,11
20230409,8,0.63,31,75,14
20230409,9,0.64,29,85,15
20230409,10,0.62,28,96,15
20230409,11,0.61,25,110,13
20230409,12,0.57,19,137,12
20230409,13,0.49,15,147,10
20230409,14,0.49,15,148,9
20230409,15,0.46,15,149,9
20230409,16,0.45,14,149,9
20230409,17,0.45,15,147,9
20230409,18,0.45,16,143,8
20230409,19,0.46,19,134,9
20230409,20,0.51,24,121,9
20230409,21,0.54,28,109,11
20230409,22,0.57,28,109,12
20230409,23,0.57,24,112,12
20230410,0,0.59,25,106,13
20230410,1,0.61,28,94,12
20230410,2,0.62,30,84,12
20230410,3,0.64,31,79,12
20230410,4,0.67,28,79,12
20230410,5,0.67,27,77,12
20230410,6,0.71,30,70,12
20230410,7,0.71,35,67,13
20230410,8,0.76,35,71,14
20230410,9,0.79,36,81,14
20230410,10,0.74,32,98,14
20230410,11,0.71,26,119,13
20230410,12,0.61,19,143,12
20230410,13,0.54,14,157,11
20230410,14,0.53,13,163,10
20230410,15,0.51,12,163,10
20230410,16,0.51,12,161,9
20230410,17,0.51,14,158,9
20230410,18,0.51,14,156,9
20230410,19,0.5,18,147,9
20230410,20,0.55,22,133,9
20230410,21,0.54,21,125,10
20230410,22,0.55,23,116,10
20230410,23,0.55,26,107,10
20230411,0,0.58,27,99,11
20230411,1,0.63,28,92,11
20230411,2,0.66,30,80,11
20230411,3,0.74,36,70,14
20230411,4,0.77,40,64,14
20230411,5,0.76,34,78,13
20230411,6,0.76,31,81,14
20230411,7,0.72,24,88,15
20230411,8,0.75,27,78,18
20230411,9,0.74,26,76,19
20230411,10,0.66,22,87,13
20230411,11,0.59,16,90,10
20230411,12,0.47,14,86,8
20230411,13,0.45,13,88,7
20230411,14,0.47,12,95,7
20230411,15,0.46,14,96,7
20230411,16,0.46,16,88,6
20230411,17,0.45,19,79,7
20230411,18,0.46,26,62,7
20230411,19,0.47,28,46,9
20230411,20,0.51,36,33,8
20230411,21,0.63,41,27,9
20230411,22,0.58,32,35,9
20230411,23,0.49,21,49,9
20230412,0,0.4,16,58,10
20230412,1,0.41,16,62,8
20230412,2,0.44,15,61,8
20230412,3,0.47,16,57,8
20230412,4,0.49,22,48,8
20230412,5,0.47,25,41,10
20230412,6,0.47,28,36,17
20230412,7,0.49,30,35,15
20230412,8,0.5,28,39,14
20230412,9,0.49,22,52,12
20230412,10,0.49,18,67,10
20230412,11,0.44,13,75,7
20230412,12,0.39,11,79,7
20230412,13,0.42,10,84,8
20230412,14,0.39,8,92,8
20230412,15,0.4,8,96,8
20230412,16,0.44,9,98,8
20230412,17,0.47,11,97,8
20230412,18,0.47,14,92,8
20230412,19,0.47,15,90,8
20230412,20,0.46,17,88,8
20230412,21,0.45,18,88,9
20230412,22,0.45,17,91,8
20230412,23,0.45,16,90,9
20230413,0,0.47,16,82,9
20230413,1,0.49,18,74,9
20230413,2,0.53,21,66,10
20230413,3,0.54,23,57,10
20230413,4,0.57,28,47,10
20230413,5,0.6,30,42,10
20230413,6,0.6,33,37,11
20230413,7,0.62,37,37,11
20230413,8,0.66,36,39,11
20230413,9,0.63,32,49,11
20230413,10,0.6,28,65,11
20230413,11,0.6,25,78,10
20230413,12,0.6,23,96,10
20230413,13,0.6,19,118,10
20230413,14,0.63,16,135,10
20230413,15,0.59,15,142,9
20230413,16,0.57,14,147,9
20230413,17,0.57,14,146,9
20230413,18,0.63,15,141,9
20230413,19,0.65,24,122,10
20230413,20,0.7,33,103,11
20230413,21,0.69,35,86,10
20230413,22,0.67,36,66,9
20230413,23,0.69,46,46,13
20230414,0,0.75,41,49,12
20230414,1,0.78,38,47,9
20230414,2,0.75,29,46,8
20230414,3,0.75,32,37,8
20230414,4,0.78,30,35,8
20230414,5,0.8,31,31,8
20230414,6,0.8,29,33,9
20230414,7,0.91,30,31,9
20230414,8,0.95,29,38,9
20230414,9,0.95,26,54,11
20230414,10,0.93,24,72,12
20230414,11,0.82,20,91,11
20230414,12,0.87,17,115,12
20230414,13,0.73,10,138,12
20230414,14,0.57,7,141,10
20230414,15,0.57,9,148,9
20230414,16,0.54,11,140,8
20230414,17,0.66,11,136,8
20230414,18,0.76,16,132,9
20230414,19,0.78,18,117,8
20230414,20,0.61,17,105,7
20230414,21,0.62,17,94,8
20230414,22,0.64,20,87,8
20230414,23,0.66,22,84,8
20230415,0,0.7,24,75,9
20230415,1,0.74,26,61,9
20230415,2,0.76,26,47,8
20230415,3,0.8,32,33,7
20230415,4,0.8,29,33,7
20230415,5,0.8,33,33,8
20230415,6,0.84,29,36,9
20230415,7,0.9,35,24,9
20230415,8,0.91,37,32,11
20230415,9,0.94,31,56,13
20230415,10,0.92,23,86,12
20230415,11,0.91,19,113,12
20230415,12,0.79,15,130,12
20230415,13,0.64,12,134,10
20230415,14,0.63,12,136,10
20230415,15,0.6,12,133,10
20230415,16,0.54,13,135,10
20230415,17,0.51,13,126,9
20230415,18,0.44,14,112,8
20230415,19,0.5,19,100,8
20230415,20,0.56,26,89,10
20230415,21,0.6,32,77,10
20230415,22,0.54,31,72,10
20230415,23,0.51,22,76,9
20230416,0,0.53,18,78,10
20230416,1,0.56,19,75,9
20230416,2,0.55,25,63,9
20230416,3,0.56,23,60,8
20230416,4,0.54,22,55,8
20230416,5,0.64,44,28,9
20230416,6,0.69,47,21,9
20230416,7,0.8,51,16,10
20230416,8,0.7,47,36,12
20230416,9,0.66,36,66,11
20230416,10,0.54,20,93,10
20230416,11,0.45,13,102,9
20230416,12,0.42,11,107,8
20230416,13,0.41,10,112,8
20230416,14,0.42,9,119,9
20230416,15,0.46,11,125,10
20230416,16,0.45,10,125,10
20230416,17,0.44,11,126,8
20230416,18,0.46,13,132,9
20230416,19,0.44,16,116,9
20230416,20,0.44,21,103,10
20230416,21,0.44,20,106,9
20230416,22,0.46,21,107,9
20230416,23,0.45,19,106,13
20230417,0,0.45,18,104,9
20230417,1,0.45,19,95,10
20230417,2,0.5,17,93,10
20230417,3,0.57,15,90,9
20230417,4,0.57,13,91,9
20230417,5,0.57,14,88,9
20230417,6,0.59,17,84,9
20230417,7,0.64,21,80,10
20230417,8,0.71,22,81,11
20230417,9,0.75,20,88,10
20230417,10,0.76,19,99,10
20230417,11,0.72,17,116,11
20230417,12,0.75,15,134,11
20230417,13,0.72,12,152,10
20230417,14,0.71,11,163,10
20230417,15,0.73,12,168,10
20230417,16,0.75,13,167,10
20230417,17,0.77,16,163,10
20230417,18,0.76,18,155,10
20230417,19,0.81,26,132,10
20230417,20,0.91,51,80,11
20230417,21,0.99,59,58,11
20230417,22,0.96,55,53,11
20230417,23,0.94,58,47,11
20230418,0,0.89,48,63,11
20230418,1,0.86,45,67,11
20230418,2,0.85,42,62,11
20230418,3,0.86,41,54,11
20230418,4,0.89,38,45,11
20230418,5,0.91,42,31,10
20230418,6,0.96,49,21,10
20230418,7,1.15,52,20,11
20230418,8,1.44,46,47,13
20230418,9,1.49,38,78,14
20230418,10,1.38,29,116,14
20230418,11,1.13,23,147,15
20230418,12,0.97,20,170,14
20230418,13,0.95,17,191,14
20230418,14,1.07,15,207,14
20230418,15,1.09,15,209,13
20230418,16,0.99,15,199,12
20230418,17,0.78,17,185,11
20230418,18,0.7,17,175,10
20230418,19,0.66,19,159,10
20230418,20,0.59,16,149,9
20230418,21,0.56,15,140,9
20230418,22,0.53,17,134,9
20230418,23,0.55,18,124,8
20230419,0,0.54,19,113,9
20230419,1,0.53,19,108,9
20230419,2,0.56,18,103,9
20230419,3,0.54,19,97,9
20230419,4,0.54,22,85,8
20230419,5,0.61,23,77,8
20230419,6,0.9,21,73,10
20230419,7,1.14,23,67,10
20230419,8,1.05,21,70,8
20230419,9,0.89,20,79,7
20230419,10,0.82,19,88,8
20230419,11,0.7,15,105,8
20230419,12,0.61,13,120,7
20230419,13,0.57,11,131,8
20230419,14,0.57,11,140,8
20230419,15,0.6,11,147,9
20230419,16,0.63,11,152,10
20230419,17,0.59,11,153,10
20230419,18,0.55,14,146,10
20230419,19,0.56,16,134,9
20230419,20,0.55,18,123,9
20230419,21,0.56,17,120,13
20230419,22,0.56,19,111,13
20230419,23,0.56,20,97,14
20230420,0,0.65,20,80,11
20230420,1,0.66,17,73,8
20230420,2,0.59,11,73,7
20230420,3,0.57,10,75,6
20230420,4,0.66,9,85,6
20230420,5,0.74,8,92,6
20230420,6,0.78,9,91,6
20230420,7,0.81,11,89,6
20230420,8,0.81,16,84,6
20230420,9,0.81,16,80,6
20230420,10,0.8,17,77,6
20230420,11,0.85,16,85,6
20230420,12,0.89,15,102,6
20230420,13,0.84,13,119,7
20230420,14,0.86,15,128,7
20230420,15,0.83,16,151,7
20230420,16,0.84,15,169,7
20230420,17,0.86,16,168,8
20230420,18,0.87,19,156,8
20230420,19,0.86,20,131,7
20230420,20,0.88,19,114,8
20230420,21,0.86,17,107,10
20230420,22,0.83,14,143,9
20230420,23,0.57,12,131,8
20230421,0,0.49,12,114,7
20230421,1,0.41,11,101,7
20230421,2,0.44,12,97,7
20230421,3,0.53,14,92,8
20230421,4,0.63,15,88,8
20230421,5,0.66,16,81,9
20230421,6,0.74,19,72,9
20230421,7,0.65,23,65,9
20230421,8,0.61,25,63,10
20230421,9,0.6,24,65,10
20230421,10,0.54,20,71,9
20230421,11,0.46,16,80,8
20230421,12,0.42,15,85,8
20230421,13,0.38,12,90,7
20230421,14,0.38,13,92,7
20230421,15,0.38,13,95,7
20230421,16,0.37,15,96,7
20230421,17,0.41,17,94,7
20230421,18,0.42,19,91,8
20230421,19,0.42,21,86,8
20230421,20,0.45,25,77,7
20230421,21,0.45,29,68,8
20230421,22,0.46,30,66,9
20230421,23,0.44,25,69,9
20230422,0,0.41,23,70,9
20230422,1,0.44,24,65,9
20230422,2,0.49,29,58,10
20230422,3,0.47,37,47,11
20230422,4,0.49,40,43,11
20230422,5,0.56,34,44,10
20230422,6,0.6,31,47,10
20230422,7,0.55,27,58,9
20230422,8,0.53,24,65,8
20230422,9,0.51,24,69,9
20230422,10,0.54,23,72,9
20230422,11,0.53,22,76,10
20230422,12,0.5,21,76,10
20230422,13,0.54,24,73,11
20230422,14,0.55,23,73,9
20230422,15,0.53,21,76,8
20230422,16,0.56,23,77,8
20230422,17,0.6,25,74,9
20230422,18,0.66,28,70,9
20230422,19,0.7,33,59,10
20230422,20,0.76,34,52,9
20230422,21,0.85,34,47,8
20230422,22,0.86,31,50,9
20230422,23,0.71,26,55,8
20230423,0,0.67,23,55,7
20230423,1,0.67,20,57,7
20230423,2,0.69,16,65,7
20230423,3,0.69,15,68,6
20230423,4,0.66,15,65,6
20230423,5,0.64,15,63,6
20230423,6,0.66,16,59,6
20230423,7,0.66,18,59,6
20230423,8,0.66,18,63,6
20230423,9,0.67,19,61,6
20230423,10,0.69,21,58,6
20230423,11,0.66,21,61,6
20230423,12,0.66,19,65,6
20230423,13,0.61,19,71,6
20230423,14,0.56,19,75,6
20230423,15,0.47,18,82,7
20230423,16,0.39,16,92,6
20230423,17,0.41,17,90,7
20230423,18,0.45,19,87,6
20230423,19,0.42,16,92,6
20230423,20,0.53,23,70,6
20230423,21,0.53,22,65,7
20230423,22,0.51,20,68,7
20230423,23,0.46,18,75,7
20230424,0,0.46,16,78,7
20230424,1,0.49,16,79,7
20230424,2,0.55,18,73,7
20230424,3,0.55,19,67,7
20230424,4,0.56,18,67,7
20230424,5,0.49,16,75,7
20230424,6,0.45,13,87,7
20230424,7,0.45,14,90,6
20230424,8,0.54,18,84,7
20230424,9,0.57,20,81,7
20230424,10,0.49,16,88,7
20230424,11,0.45,15,93,8
20230424,12,0.44,12,100,7
20230424,13,0.44,10,109,8
20230424,14,0.37,9,111,7
20230424,15,0.4,13,106,7
20230424,16,0.42,13,103,8
20230424,17,0.42,13,103,8
20230424,18,0.42,16,100,8
20230424,19,0.44,20,91,8
20230424,20,0.47,27,80,8
20230424,21,0.53,35,61,7
20230424,22,0.57,42,46,7
20230424,23,0.63,48,32,7
20230425,0,0.61,55,23,8
20230425,1,0.59,48,32,9
20230425,2,0.66,43,36,11
20230425,3,0.69,36,39,11
20230425,4,0.65,31,41,12
20230425,5,0.68,27,41,12
20230425,6,0.69,26,37,10
20230425,7,0.66,31,29,10
20230425,8,0.75,30,35,11
20230425,9,0.76,31,43,11
20230425,10,0.65,25,63,11
20230425,11,0.55,14,94,10
20230425,12,0.5,11,102,8
20230425,13,0.47,10,100,7
20230425,14,0.44,10,98,7
20230425,15,0.45,11,97,6
20230425,16,0.44,11,101,6
20230425,17,0.45,10,103,6
20230425,18,0.47,11,104,6
20230425,19,0.51,14,99,6
20230425,20,0.57,22,85,7
20230425,21,0.67,31,66,8
20230425,22,0.74,40,51,9
20230425,23,0.77,47,41,10
20230426,0,0.77,47,34,11
20230426,1,0.81,46,29,10
20230426,2,0.85,47,26,10
20230426,3,0.84,43,27,9
20230426,4,0.85,42,22,9
20230426,5,0.88,45,11,9
20230426,6,0.9,50,5,9
20230426,7,0.96,50,7,11
20230426,8,0.96,46,23,13
20230426,9,0.91,41,50,14
20230426,10,0.83,29,88,12
20230426,11,0.71,18,121,10
20230426,12,0.69,12,140,10
20230426,13,0.64,10,146,9
20230426,14,0.61,10,149,9
20230426,15,0.6,11,148,8
20230426,16,0.59,11,150,8
20230426,17,0.59,12,148,8
20230426,18,0.57,13,144,8
20230426,19,0.6,16,135,8
20230426,20,0.6,20,121,7
20230426,21,0.63,19,117,9
20230426,22,0.63,19,115,14
20230426,23,0.61,19,109,10
20230427,0,0.61,17,108,8
20230427,1,0.61,18,103,8
20230427,2,0.57,20,92,8
20230427,3,0.61,20,87,9
20230427,4,0.61,21,82,10
20230427,5,0.6,20,79,11
20230427,6,0.64,20,76,11
20230427,7,0.7,23,69,11
20230427,8,0.72,26,71,11
20230427,9,0.79,23,98,12
20230427,10,0.81,20,126,11
20230427,11,0.74,18,144,10
20230427,12,0.7,16,152,9
20230427,13,0.66,14,154,8
20230427,14,0.65,13,153,8
20230427,15,0.64,13,154,8
20230427,16,0.63,12,157,8
20230427,17,0.61,13,157,8
20230427,18,0.56,13,146,8
20230427,19,0.57,15,142,8
20230427,20,0.61,18,132,9
20230427,21,0.65,21,115,8
20230427,22,0.65,22,106,8
20230427,23,0.63,24,100,8
20230428,0,0.64,22,95,9
20230428,1,0.64,23,86,10
20230428,2,0.64,22,80,9
20230428,3,0.66,23,70,10
20230428,4,0.69,26,57,9
20230428,5,0.7,31,47,9
20230428,6,0.7,33,36,8
20230428,7,0.75,38,32,9
20230428,8,0.71,37,41,10
20230428,9,0.75,32,53,11
20230428,10,0.8,33,62,12
20230428,11,0.74,26,91,13
20230428,12,0.7,19,122,11
20230428,13,0.64,13,143,10
20230428,14,0.65,13,147,10
20230428,15,0.63,12,143,9
20230428,16,0.72,15,135,11
20230428,17,0.79,21,106,11
20230428,18,0.72,18,96,9
20230428,19,0.65,16,93,9
20230428,20,0.64,17,88,9
20230428,21,0.61,16,83,9
20230428,22,0.6,17,75,9
20230428,23,0.57,17,73,9
20230429,0,0.56,16,72,10
20230429,1,0.5,13,77,9
20230429,2,0.36,10,83,7
20230429,3,0.38,9,76,8
20230429,4,0.41,9,75,8
20230429,5,0.42,10,71,8
20230429,6,0.42,12,69,8
20230429,7,0.44,14,64,9
20230429,8,0.44,14,67,9
20230429,9,0.42,11,75,10
20230429,10,0.4,8,85,8
20230429,11,0.39,8,93,8
20230429,12,0.44,8,100,8
20230429,13,0.4,7,106,8
20230429,14,0.4,7,113,8
20230429,15,0.4,8,119,8
20230429,16,0.41,8,123,8
20230429,17,0.41,8,124,8
20230429,18,0.39,9,123,8
20230429,19,0.39,11,116,8
20230429,20,0.42,17,101,8
20230429,22,0.51,32,69,9
20230429,23,0.58,45,51,9
20230430,0,0.6,53,39,11
20230430,1,0.65,57,33,12
20230430,2,0.64,49,39,12
20230430,3,0.63,40,45,12
20230430,4,0.64,39,44,13
20230430,5,0.63,33,53,13
20230430,6,0.6,33,51,12
20230430,7,0.59,31,56,12
20230430,8,0.53,26,71,12
20230430,9,0.51,20,88,11
20230430,10,0.5,16,102,10
20230430,11,0.45,14,111,10
20230430,12,0.45,11,119,9
20230430,13,0.45,11,129,10
20230430,14,0.46,10,136,9
20230430,15,0.47,10,143,10
20230430,16,0.47,10,150,10
20230430,17,0.46,10,155,11
20230430,18,0.49,12,155,11
20230430,19,0.54,17,146,11
20230430,20,0.6,24,130,11
20230430,21,0.76,36,94,10
20230430,22,0.81,54,61,9
20230430,23,0.89,59,42,9
20230501,0,0.9,53,40,9
20230501,1,0.9,56,29,8
20230501,2,0.91,68,18,9
20230501,3,0.79,69,28,10
20230501,4,0.75,59,33,11
20230501,5,0.74,52,43,13
20230501,6,0.76,45,51,17
20230501,7,0.74,38,64,20
20230501,8,0.7,34,81,18
20230501,9,0.63,27,104,17
20230501,10,0.59,20,122,14
20230501,11,0.55,15,141,13
20230501,12,0.46,12,157,11
20230501,13,0.45,10,166,10
20230501,14,0.41,9,158,8
20230501,15,0.41,10,156,8
20230501,16,0.4,11,160,8
20230501,17,0.41,10,164,8
20230501,18,0.43,11,162,9
20230501,19,0.43,15,145,9
20230501,20,0.47,19,134,10
20230501,21,0.46,16,130,10
20230501,22,0.49,14,130,9
20230501,23,0.47,16,121,10
20230502,0,0.5,16,114,13
20230502,1,0.51,17,106,12
20230502,2,0.5,18,103,13
20230502,3,0.53,17,103,13
20230502,4,0.55,16,103,14
20230502,5,0.57,18,103,12
20230502,6,0.6,19,104,12
20230502,7,0.57,22,101,12
20230502,8,0.55,23,110,13
20230502,9,0.57,19,123,13
20230502,10,0.61,17,133,12
20230502,11,0.57,14,148,11
20230502,12,0.57,13,157,10
20230502,13,0.56,13,161,10
20230502,14,0.56,13,166,10
20230502,15,0.56,17,165,10
20230502,16,0.56,16,171,10
20230502,17,0.57,17,171,10
20230502,18,0.59,18,162,10
20230502,19,0.55,17,155,10
20230502,20,0.54,17,148,10
20230502,21,0.5,18,142,10
20230502,22,0.54,18,132,11
20230502,23,0.56,18,121,11
20230503,0,0.55,19,107,12
20230503,1,0.54,18,95,12
20230503,2,0.56,18,89,11
20230503,3,0.55,18,95,12
20230503,4,0.57,16,99,11
20230503,5,0.56,16,86,10
20230503,6,0.54,16,83,10
20230503,7,0.59,16,78,9
20230503,8,0.63,18,68,7
20230503,9,0.63,16,60,8
20230503,10,0.62,16,56,8
20230503,11,0.63,16,55,8
20230503,12,0.63,15,58,8
20230503,13,0.63,12,66,6
20230503,14,0.6,10,73,7
20230503,15,0.6,10,81,6
20230503,16,0.59,12,76,6
20230503,17,0.64,14,66,6
20230503,18,0.64,14,69,6
20230503,19,0.64,13,68,6
20230503,20,0.63,12,64,6
20230503,21,0.63,12,60,6
20230503,22,0.61,12,59,6
20230503,23,0.6,10,60,6
20230504,0,0.63,9,60,6
20230504,1,0.6,9,62,6
20230504,2,0.6,8,62,6
20230504,3,0.57,7,62,6
20230504,4,0.57,9,61,6
20230504,5,0.65,8,63,6
20230504,6,0.68,10,58,6
20230504,7,0.5,12,42,7
20230504,8,0.4,12,43,7
20230504,9,0.6,13,45,6
20230504,10,0.66,15,41,6
20230504,11,0.74,14,49,6
20230504,12,0.74,13,60,7
20230504,13,0.69,14,65,7
20230504,14,0.71,12,73,7
20230504,15,0.69,9,95,6
20230504,16,0.74,8,95,6
20230504,17,0.8,10,86,6
20230504,18,0.9,13,78,6
20230504,19,0.91,14,68,6
20230504,20,0.85,13,62,6
20230504,21,0.82,13,59,6
20230504,22,0.76,12,47,6
20230504,23,0.76,13,37,6
20230505,0,0.74,13,40,6
20230505,1,0.71,13,38,6
20230505,2,0.73,12,39,6
20230505,3,0.68,11,39,6
20230505,4,0.66,11,34,6
20230505,5,0.6,11,28,6
20230505,6,0.58,10,33,6
20230505,7,0.59,10,39,6
20230505,8,0.66,12,41,5
20230505,9,0.61,12,46,5
20230505,10,0.63,13,47,6
20230505,11,0.71,13,49,6
20230505,12,0.66,12,55,6
20230505,13,0.63,11,68,6
20230505,14,0.63,12,63,6
20230505,15,0.6,12,68,6
