date,hour,CO (mg/m³),NO2 (µg/m³),O3 (µg/m³),SO2 (µg/m³)
20220425,21,0.7,14,57,8
20220425,22,0.72,14,59,8
20220425,23,0.76,17,43,8
20220426,0,0.7,15,48,8
20220426,1,0.71,14,55,8
20220426,2,0.68,10,60,7
20220426,3,0.65,10,60,7
20220426,4,0.62,8,60,7
20220426,5,0.62,8,57,7
20220426,6,0.65,12,51,7
20220426,7,0.66,15,46,7
20220426,8,0.66,16,44,7
20220426,9,0.66,18,47,7
20220426,10,0.7,20,54,7
20220426,11,0.72,20,68,8
20220426,12,0.75,20,86,9
20220426,13,0.73,17,108,8
20220426,14,0.64,14,135,8
20220426,15,0.64,11,153,8
20220426,16,0.71,12,151,8
20220426,17,0.8,13,141,9
20220426,18,0.92,13,128,8
20220426,19,0.9,15,128,8
20220426,20,0.95,16,124,9
20220426,21,0.93,24,108,9
20220426,22,0.86,18,104,10
20220426,23,0.86,19,93,10
20220427,0,0.9,20,85,11
20220427,1,0.88,18,81,10
20220427,2,0.94,16,83,11
20220427,3,0.9,16,85,12
20220427,4,0.93,18,81,12
20220427,5,0.9,19,77,12
20220427,6,0.85,20,73,14
20220427,7,0.78,25,71,15
20220427,8,0.67,23,73,11
20220427,9,0.59,18,81,9
20220427,10,0.51,15,89,7
20220427,11,0.46,14,95,7
20220427,12,0.47,12,102,8
20220427,13,0.49,10,111,8
20220427,14,0.47,10,115,7
20220427,15,0.45,11,116,7
20220427,16,0.44,12,116,7
20220427,17,0.42,14,112,7
20220427,18,0.46,17,107,7
20220427,19,0.47,17,99,7
20220427,20,0.49,17,90,7
20220427,21,0.5,16,85,7
20220427,22,0.51,16,80,8
20220427,23,0.5,16,76,7
20220428,0,0.53,16,70,8
20220428,1,0.59,17,65,9
20220428,2,0.6,17,63,9
20220428,3,0.59,16,64,9
20220428,4,0.6,15,66,10
20220428,5,0.59,15,66,9
20220428,6,0.57,18,60,9
20220428,7,0.54,20,64,9
20220428,8,0.51,17,73,9
20220428,9,0.51,15,79,9
20220428,10,0.47,14,85,8
20220428,11,0.44,13,89,8
20220428,12,0.42,12,95,8
20220428,13,0.47,12,97,8
20220428,14,0.63,16,94,10
20220428,15,0.64,21,92,9
20220428,16,0.55,23,95,9
20220428,17,0.59,23,93,8
20220428,18,0.64,29,73,6
20220428,19,0.6,28,73,6
20220428,20,0.57,22,76,6
20220428,21,0.6,21,69,6
20220428,22,0.61,22,61,6
20220428,23,0.66,26,51,6
20220429,0,0.69,26,47,7
20220429,1,0.67,26,46,7
20220429,2,0.69,27,43,8
20220429,3,0.7,25,45,8
20220429,4,0.7,27,40,8
20220429,5,0.7,28,36,8
20220429,6,0.8,28,31,9
20220429,7,0.94,28,32,11
20220429,8,0.97,21,47,13
20220429,9,0.84,18,61,12
20220429,10,0.79,17,74,9
20220429,11,0.8,16,85,8
20220429,12,0.75,14,101,7
20220429,13,0.76,14,113,6
20220429,14,0.79,13,113,6
20220429,15,0.86,14,115,6
20220429,16,0.81,14,119,6
20220429,17,0.75,15,118,5
20220429,18,0.71,17,109,6
20220429,19,0.71,18,98,6
20220429,20,0.69,17,91,6
20220429,21,0.66,16,84,6
20220429,22,0.68,19,72,6
20220429,23,0.7,23,62,6
20220430,0,0.72,29,49,6
20220430,1,0.71,32,38,6
20220430,2,0.72,31,32,6
20220430,3,0.71,35,27,6
20220430,4,0.71,35,27,6
20220430,5,0.73,33,31,7
20220430,6,0.72,31,33,7
20220430,7,0.76,31,31,10
20220430,8,0.71,31,54,19
20220430,9,0.75,29,70,11
20220430,10,0.76,25,76,9
20220430,11,0.78,17,90,8
20220430,12,0.76,17,100,8
20220430,13,0.78,17,107,8
20220430,14,0.76,15,117,7
20220430,15,0.78,16,121,7
20220430,16,0.75,17,125,8
20220430,17,0.76,18,127,8
20220430,18,0.79,19,121,8
20220430,19,0.83,24,90,8
20220430,20,0.75,32,72,8
20220430,21,0.72,35,65,9
20220430,22,0.73,39,55,10
20220430,23,0.74,37,52,16
20220501,0,0.72,39,45,17
20220501,1,0.66,42,36,12
20220501,2,0.62,42,32,9
20220501,3,0.64,43,24,8
20220501,4,0.64,45,20,8
20220501,5,0.56,33,26,9
20220501,6,0.55,30,27,11
20220501,7,0.57,28,36,15
20220501,8,0.54,25,50,17
20220501,9,0.46,20,68,15
20220501,10,0.44,17,86,11
20220501,11,0.41,15,97,9
20220501,12,0.4,12,108,7
20220501,13,0.41,11,115,6
20220501,14,0.47,9,122,7
20220501,15,0.44,9,126,7
20220501,16,0.4,10,131,7
20220501,17,0.4,10,134,7
20220501,18,0.4,10,134,8
20220501,19,0.41,14,127,8
20220501,20,0.46,19,112,8
20220501,21,0.53,29,96,9
20220501,22,0.62,33,82,13
20220501,23,0.67,31,78,13
20220502,0,0.61,26,80,12
20220502,1,0.57,25,78,12
20220502,2,0.63,25,76,12
20220502,3,0.64,25,68,12
20220502,4,0.63,25,63,12
20220502,5,0.64,25,59,10
20220502,6,0.67,30,47,10
20220502,7,0.72,32,47,13
20220502,8,0.79,32,54,15
20220502,9,0.78,29,71,15
20220502,10,0.62,21,92,14
20220502,11,0.59,18,107,14
20220502,12,0.59,18,122,13
20220502,13,0.59,17,139,13
20220502,14,0.56,13,156,12
20220502,15,0.54,12,165,12
20220502,16,0.49,12,166,10
20220502,17,0.42,12,156,9
20220502,18,0.51,14,151,10
20220502,19,0.59,15,146,10
20220502,20,0.67,22,130,11
20220502,21,0.72,27,103,13
20220502,22,0.8,37,78,13
20220502,23,0.75,41,69,12
20220503,0,0.78,60,38,12
20220503,1,0.82,77,25,12
20220503,3,0.72,63,26,9
20220503,4,0.75,59,24,8
20220503,5,0.71,48,36,9
20220503,6,0.76,42,34,10
20220503,7,0.79,39,39,14
20220503,8,0.95,37,54,17
20220503,9,1.18,37,72,19
20220503,10,0.9,29,101,17
20220503,11,0.66,19,133,13
20220503,13,0.47,10,163,12
20220503,14,0.46,9,166,11
20220503,15,0.44,10,165,9
20220503,16,0.44,10,163,8
20220503,17,0.42,10,159,8
20220503,18,0.41,13,152,9
20220503,19,0.46,13,143,9
20220503,20,0.53,15,128,9
20220503,21,0.51,18,114,9
20220503,22,0.63,19,105,10
20220503,23,0.64,21,99,11
20220504,0,0.7,24,90,13
20220504,1,0.84,25,85,17
20220504,2,0.76,22,88,18
20220504,3,0.71,22,84,18
20220504,4,0.72,23,81,19
20220504,5,0.74,24,81,16
20220504,6,0.76,24,81,16
20220504,7,0.76,27,82,16
20220504,8,0.69,26,96,15
20220504,9,0.69,24,110,16
20220504,10,0.61,19,131,14
20220504,11,0.5,16,145,11
20220504,12,0.44,15,153,10
20220504,13,0.4,11,156,9
20220504,14,0.38,10,155,7
20220504,15,0.35,9,152,7
20220504,16,0.35,10,152,7
20220504,17,0.39,11,154,7
20220504,18,0.4,13,154,7
20220504,19,0.41,12,150,8
20220504,20,0.54,16,135,10
20220504,21,0.59,19,126,10
20220504,22,0.65,23,115,11
20220504,23,0.74,28,102,13
20220505,0,0.74,23,112,13
20220505,1,0.72,21,110,13
20220505,2,0.69,22,102,13
20220505,3,0.67,21,99,14
20220505,4,0.68,24,92,18
20220505,5,0.55,22,90,12
20220505,6,0.56,21,91,12
20220505,7,0.63,23,95,12
20220505,8,0.71,25,106,13
20220505,9,0.78,23,120,16
20220505,10,0.75,20,136,16
20220505,11,0.64,15,153,13
20220505,12,0.55,11,162,11
20220505,13,0.49,9,161,9
20220505,14,0.46,8,162,8
20220505,15,0.4,8,159,7
20220505,16,0.38,9,159,7
20220505,17,0.43,10,164,8
20220505,18,0.47,11,166,9
20220505,19,0.64,14,162,12
20220505,20,0.54,16,149,9
20220505,21,0.47,20,138,8
20220505,22,0.54,17,139,11
20220505,23,0.64,18,130,10
20220506,0,0.5,19,123,9
20220506,1,0.66,19,122,12
20220506,2,0.71,18,124,13
20220506,3,0.53,18,117,11
20220506,4,0.54,16,117,10
20220506,5,0.55,17,113,10
20220506,6,0.56,19,108,10
20220506,7,0.57,24,108,11
20220506,8,0.61,25,120,12
20220506,9,0.62,24,131,13
20220506,10,0.61,20,147,13
20220506,11,0.59,17,161,12
20220506,12,0.54,13,172,10
20220506,13,0.52,11,179,9
20220506,14,0.45,9,180,9
20220506,15,0.4,8,171,8
20220506,16,0.41,8,172,7
20220506,17,0.42,9,168,8
20220506,18,0.42,10,160,7
20220506,19,0.42,14,146,7
20220506,20,0.44,23,126,7
20220506,21,0.5,29,111,10
20220506,22,0.49,26,112,9
20220506,23,0.54,24,106,9
20220507,0,0.6,26,98,10
20220507,1,0.61,31,98,12
20220507,2,0.66,20,119,13
20220507,3,0.88,19,100,13
20220507,4,0.79,20,71,11
20220507,5,0.67,20,57,10
20220507,6,0.64,21,50,10
20220507,7,0.59,20,51,9
20220507,8,0.59,19,55,10
20220507,9,0.65,16,61,8
20220507,10,0.78,16,64,7
20220507,11,0.69,14,68,6
20220507,12,0.64,14,69,6
20220507,13,0.64,14,76,7
20220507,14,0.6,12,92,7
20220507,15,0.47,9,109,7
20220507,16,0.39,9,118,7
20220507,17,0.39,9,119,7
20220507,18,0.44,14,114,7
20220507,19,0.44,15,109,8
20220507,20,0.49,17,104,9
20220507,21,0.47,18,104,9
20220507,22,0.49,18,105,8
20220507,23,0.47,17,105,9
20220508,0,0.46,16,104,11
20220508,1,0.46,15,102,10
20220508,2,0.47,16,94,10
20220508,3,0.51,18,85,10
20220508,4,0.53,20,79,11
20220508,5,0.54,19,75,13
20220508,6,0.53,21,71,13
20220508,7,0.53,22,70,13
20220508,8,0.49,21,73,13
20220508,9,0.5,21,75,12
20220508,10,0.45,18,83,11
20220508,11,0.45,14,93,11
20220508,12,0.44,12,103,9
20220508,13,0.42,9,114,8
20220508,14,0.42,9,121,8
20220508,15,0.42,10,123,8
20220508,16,0.43,11,123,8
20220508,17,0.42,11,125,8
20220508,18,0.42,13,120,8
20220508,19,0.42,14,116,8
20220508,20,0.45,15,112,10
20220508,21,0.42,15,108,10
20220508,22,0.41,16,105,11
20220508,23,0.35,14,105,10
20220509,0,0.38,14,102,10
20220509,1,0.4,15,100,10
20220509,2,0.41,17,90,12
20220509,3,0.34,15,87,12
20220509,4,0.33,14,88,11
20220509,5,0.33,14,88,10
20220509,6,0.39,15,86,11
20220509,7,0.41,21,74,12
20220509,8,0.51,24,61,13
20220509,9,0.51,25,55,12
20220509,10,0.54,27,54,13
20220509,11,0.51,23,65,10
20220509,12,0.55,22,64,10
20220509,13,0.56,22,66,10
20220509,14,0.59,22,67,11
20220509,15,0.54,23,70,11
20220509,16,0.63,26,67,11
20220509,17,0.66,29,63,10
20220509,18,0.69,30,63,11
20220509,19,0.77,28,64,10
20220509,20,0.82,27,63,11
20220509,21,0.96,29,61,12
20220509,22,1.02,31,58,12
20220509,23,0.95,27,63,12
20220510,0,0.8,21,71,12
20220510,1,0.66,20,73,12
20220510,2,0.57,20,74,12
20220510,3,0.59,17,78,11
20220510,4,0.54,16,77,11
20220510,5,0.49,15,74,10
20220510,6,0.5,16,70,10
20220510,7,0.49,18,64,11
20220510,8,0.47,21,58,11
20220510,9,0.45,21,61,10
20220510,10,0.44,19,71,9
20220510,11,0.45,16,83,8
20220510,12,0.46,15,87,8
20220510,13,0.41,14,92,8
20220510,14,0.41,14,98,8
20220510,15,0.41,14,101,8
20220510,16,0.44,16,104,8
20220510,17,0.44,16,107,9
20220510,18,0.45,17,104,9
20220510,19,0.45,19,96,9
20220510,20,0.46,22,87,10
20220510,21,0.47,23,84,9
20220510,22,0.49,25,79,9
20220510,23,0.5,26,72,10
20220511,0,0.5,35,55,9
20220511,2,0.54,49,36,12
20220511,3,0.56,42,37,11
20220511,4,0.56,40,33,10
20220511,5,0.58,35,38,11
20220511,6,0.56,29,42,11
20220511,7,0.57,28,45,11
20220511,8,0.54,25,59,10
20220511,9,0.54,21,70,10
20220511,10,0.51,17,91,10
20220511,11,0.54,13,112,8
20220511,12,0.56,12,128,8
20220511,13,0.66,13,139,8
20220511,14,0.76,13,147,9
20220511,15,0.81,13,148,9
20220511,16,0.7,14,146,8
20220511,17,0.69,16,144,9
20220511,18,0.9,18,142,10
20220511,19,0.87,20,125,10
20220511,20,0.53,21,99,9
20220511,21,0.45,18,95,9
20220511,22,0.5,17,98,9
20220511,23,0.49,17,100,9
20220512,0,0.47,16,102,8
20220512,1,0.46,17,101,8
20220512,2,0.44,17,94,9
20220512,3,0.5,20,81,10
20220512,4,0.55,19,75,10
20220512,5,0.55,19,68,10
20220512,6,0.54,21,60,12
20220512,7,0.54,24,52,13
20220512,8,0.61,28,48,14
20220512,9,0.72,31,49,14
20220512,10,0.73,26,64,13
20220512,11,0.58,21,79,13
20220512,12,0.49,14,107,10
20220512,13,0.51,13,126,10
20220512,14,0.55,12,143,9
20220512,15,0.59,13,158,9
20220512,16,0.59,14,168,9
20220512,17,0.64,17,168,10
20220512,18,0.6,19,154,9
20220512,19,0.69,23,153,11
20220512,20,0.71,20,144,11
20220512,21,0.56,20,120,10
20220512,22,0.49,16,102,8
20220512,23,0.44,18,87,8
20220513,0,0.41,18,78,8
20220513,1,0.45,22,67,10
20220513,2,0.44,20,64,9
20220513,3,0.44,17,78,11
20220513,4,0.46,20,70,10
20220513,5,0.46,24,61,10
20220513,6,0.53,23,71,10
20220513,7,0.6,28,66,11
20220513,8,0.65,33,56,11
20220513,9,0.76,36,46,13
20220513,10,0.78,35,48,14
20220513,11,0.79,32,39,12
20220513,12,0.75,29,62,9
20220513,13,0.71,24,72,7
20220513,14,0.63,21,87,7
20220513,15,0.59,19,97,7
20220513,16,0.63,19,106,7
20220513,17,0.57,19,113,7
20220513,18,0.53,18,116,7
20220513,19,0.54,19,112,7
20220513,20,0.65,27,95,7
20220513,21,0.74,41,59,7
20220513,22,0.78,49,41,7
20220513,23,0.77,47,41,6
20220514,0,0.89,49,35,7
20220514,1,0.89,50,27,8
20220514,2,0.94,51,25,8
20220514,3,0.99,53,21,9
20220514,4,0.91,53,16,9
20220514,5,0.89,56,12,9
20220514,6,0.88,54,21,11
20220514,7,0.94,40,44,11
20220514,8,0.84,37,54,12
20220514,9,0.81,33,68,13
20220514,10,0.69,28,83,12
20220514,11,0.51,23,101,13
20220514,12,0.47,23,106,12
20220514,13,0.47,24,104,11
20220514,14,0.44,19,109,10
20220514,15,0.34,12,114,7
20220514,16,0.34,12,115,6
20220514,17,0.34,18,110,6
20220514,18,0.34,26,99,7
20220514,19,0.35,27,93,8
20220514,20,0.42,40,67,8
20220514,21,0.46,29,71,9
20220514,22,0.45,26,77,8
20220514,23,0.47,27,80,8
20220515,0,0.46,28,70,8
20220515,1,0.47,28,67,10
20220515,2,0.5,27,65,15
20220515,3,0.5,29,58,17
20220515,4,0.56,29,55,16
20220515,5,0.54,36,48,16
20220515,6,0.55,34,47,18
20220515,7,0.59,34,51,21
20220515,8,0.59,30,69,23
20220515,9,0.61,25,92,19
20220515,10,0.54,19,115,15
20220515,11,0.44,13,132,11
20220515,12,0.4,10,141,10
20220515,13,0.4,9,144,9
20220515,14,0.41,9,144,9
20220515,15,0.4,10,144,9
20220515,16,0.39,9,144,8
20220515,17,0.4,10,143,8
20220515,18,0.39,12,138,8
20220515,19,0.41,16,128,8
20220515,20,0.46,22,114,10
20220515,21,0.46,26,101,11
20220515,22,0.5,32,87,10
20220515,23,0.49,30,88,11
20220516,0,0.49,22,95,10
20220516,1,0.47,19,100,10
20220516,2,0.49,17,99,10
20220516,3,0.46,17,98,10
20220516,4,0.51,21,89,12
20220516,5,0.57,19,88,11
20220516,6,0.57,22,84,11
20220516,7,0.56,27,80,12
20220516,8,0.55,24,87,11
20220516,9,0.55,20,96,12
20220516,10,0.54,18,105,12
20220516,11,0.56,17,120,12
20220516,12,0.56,15,140,12
20220516,13,0.56,12,155,13
20220516,14,0.55,10,163,12
20220516,15,0.49,10,161,11
20220516,16,0.4,9,156,10
20220516,17,0.41,11,155,9
20220516,18,0.44,12,153,9
20220516,19,0.43,13,146,9
20220516,20,0.46,23,125,10
20220516,21,0.49,32,102,11
20220516,22,0.6,53,68,10
20220516,23,0.64,65,47,12
20220517,0,0.75,60,48,15
20220517,1,0.75,47,63,17
20220517,2,0.61,35,75,14
20220517,3,0.56,25,82,12
20220517,4,0.54,21,90,11
20220517,5,0.5,17,97,10
20220517,6,0.56,20,93,11
20220517,7,0.59,22,92,12
20220517,8,0.55,19,105,12
20220517,9,0.52,17,114,11
20220517,10,0.5,14,125,9
20220517,11,0.49,13,134,9
20220517,12,0.45,12,145,9
20220517,13,0.45,12,151,8
20220517,14,0.4,10,153,8
20220517,15,0.36,11,151,7
20220517,16,0.35,11,151,7
20220517,17,0.37,11,156,8
20220517,18,0.39,14,156,8
20220517,19,0.4,14,151,8
20220517,20,0.42,18,138,10
20220517,21,0.47,21,128,12
20220517,22,0.47,23,119,12
20220517,23,0.49,23,117,13
20220518,0,0.47,21,116,13
20220518,1,0.47,19,120,11
20220518,2,0.46,19,118,11
20220518,3,0.49,18,117,13
20220518,4,0.51,20,115,12
20220518,5,0.51,23,110,13
20220518,6,0.55,27,106,14
20220518,7,0.61,30,105,13
20220518,8,0.61,31,111,13
20220518,9,0.56,25,128,12
20220518,10,0.47,18,144,10
20220518,11,0.42,15,154,9
20220518,12,0.41,11,159,9
20220518,13,0.41,10,167,9
20220518,14,0.4,10,172,9
20220518,15,0.41,10,174,8
20220518,16,0.42,12,171,8
20220518,17,0.49,13,177,9
20220518,18,0.5,16,176,9
20220518,19,0.5,18,169,10
20220518,20,0.55,26,144,12
20220518,21,0.55,24,132,11
20220518,22,0.56,26,116,11
20220518,23,0.65,34,93,11
20220519,0,0.75,45,73,13
20220519,1,0.66,40,73,15
20220519,2,0.6,39,66,15
20220519,3,0.66,41,59,17
20220519,4,0.74,51,46,17
20220519,5,0.81,54,37,16
20220519,6,0.86,54,36,18
20220519,7,0.8,52,39,17
20220519,8,0.81,51,52,18
20220519,9,0.76,35,89,16
20220519,10,0.68,20,118,15
20220519,11,0.6,15,141,13
20220519,12,0.55,10,156,11
20220519,13,0.54,10,161,10
20220519,14,0.47,12,144,9
20220519,15,0.46,17,126,8
20220519,16,0.47,20,122,8
20220519,17,0.46,17,123,8
20220519,18,0.47,18,120,9
20220519,19,0.47,23,115,10
20220519,20,0.5,32,100,10
20220519,21,0.61,36,79,11
20220519,22,0.67,30,77,11
20220519,23,0.63,22,89,11
20220520,0,0.55,24,81,11
20220520,1,0.51,23,84,11
20220520,2,0.47,22,83,10
20220520,3,0.49,23,81,11
20220520,4,0.57,23,79,10
20220520,5,0.57,21,84,10
20220520,6,0.6,24,77,10
20220520,7,0.61,23,81,12
20220520,8,0.61,19,97,14
20220520,9,0.64,16,116,13
20220520,10,0.59,16,129,12
20220520,11,0.51,13,144,11
20220520,12,0.44,9,152,9
20220520,13,0.38,8,159,8
20220520,14,0.43,11,165,8
20220520,15,0.4,13,167,8
20220520,16,0.39,14,165,7
20220520,17,0.39,15,164,8
20220520,18,0.39,13,163,8
20220520,19,0.42,16,148,8
20220520,20,0.44,19,127,8
20220520,21,0.49,32,104,9
20220520,22,0.5,34,87,8
20220520,23,0.55,46,61,9
20220521,0,0.55,48,50,10
20220521,1,0.57,51,38,10
20220521,2,0.64,58,31,11
20220521,3,0.65,56,38,11
20220521,4,0.51,35,69,13
20220521,5,0.46,26,81,12
20220521,6,0.53,27,75,12
20220521,7,0.58,26,84,15
20220521,8,0.64,22,105,16
20220521,9,0.63,18,126,14
20220521,10,0.55,15,137,12
20220521,11,0.44,10,154,10
20220521,12,0.45,9,162,10
20220521,13,0.43,8,176,9
20220521,14,0.47,9,186,8
20220521,15,0.49,9,192,8
20220521,16,0.5,12,197,9
20220521,17,0.49,12,199,12
20220521,18,0.48,13,188,8
20220521,19,0.57,13,177,9
20220521,20,0.53,18,161,9
20220521,21,0.6,25,133,10
20220521,22,0.71,33,111,11
20220521,23,0.78,39,88,13
20220522,0,0.78,38,82,13
20220522,1,0.72,44,68,12
20220522,2,0.69,46,57,11
20220522,3,0.67,49,44,10
20220522,4,0.69,56,35,10
20220522,5,0.77,61,21,10
20220522,6,0.8,57,24,10
20220522,7,0.97,50,48,14
20220522,8,1.16,50,78,24
20220522,9,0.78,33,126,20
20220522,10,0.69,21,166,16
20220522,11,0.59,14,192,12
20220522,12,0.53,10,203,11
20220522,13,0.46,7,197,9
20220522,14,0.45,8,197,8
20220522,15,0.49,9,202,8
20220522,16,0.46,9,200,8
20220522,17,0.45,9,196,8
20220522,18,0.53,11,195,9
20220522,19,0.7,13,194,10
20220522,20,0.93,18,185,11
20220522,21,0.74,20,172,11
20220522,22,0.5,14,161,10
20220522,23,0.75,17,147,10
20220523,0,0.73,17,145,11
20220523,1,0.71,17,137,11
20220523,2,0.63,18,125,10
20220523,3,0.72,23,106,11
20220523,4,0.74,36,79,11
20220523,5,0.66,39,70,11
20220523,6,0.65,48,59,11
20220523,7,0.65,50,64,15
20220523,8,0.66,41,98,17
20220523,9,0.63,30,143,14
20220523,10,0.55,17,183,11
20220523,11,0.48,10,203,10
20220523,12,0.42,10,204,9
20220523,13,0.42,9,203,9
20220523,14,0.41,10,201,9
20220523,15,0.44,9,205,9
20220523,16,0.42,10,203,9
20220523,17,0.42,10,205,9
20220523,18,0.42,12,208,9
20220523,19,0.45,14,198,9
20220523,20,0.45,19,165,9
20220523,21,0.45,22,140,9
20220523,22,0.46,22,148,10
20220523,23,0.51,19,169,12
20220524,0,0.59,18,149,10
20220524,1,0.6,15,131,9
20220524,2,0.6,14,115,9
20220524,3,0.63,13,107,10
20220524,4,0.58,14,99,9
20220524,5,0.58,15,94,9
20220524,6,0.56,16,93,9
20220524,7,0.55,19,91,10
20220524,8,0.56,17,99,11
20220524,9,0.51,14,110,11
20220524,10,0.5,13,126,9
20220524,11,0.46,10,144,8
20220524,12,0.48,9,157,8
20220524,13,0.49,8,165,8
20220524,14,0.42,8,173,8
20220524,15,0.44,9,184,7
20220524,16,0.46,9,190,7
20220524,17,0.47,10,187,7
20220524,18,0.42,10,183,8
20220524,19,0.44,11,172,7
20220524,20,0.44,12,147,8
20220524,21,0.44,12,131,8
20220524,22,0.45,11,124,6
20220524,23,0.45,12,119,7
20220525,0,0.5,11,117,8
20220525,1,0.46,12,116,8
20220525,2,0.5,12,114,8
20220525,3,0.5,12,111,8
20220525,4,0.51,13,104,9
20220525,5,0.53,15,96,9
20220525,6,0.56,17,89,9
20220525,7,0.6,21,86,9
20220525,8,0.65,21,93,10
20220525,9,0.64,20,114,11
20220525,10,0.64,18,148,12
20220525,11,0.64,17,184,12
20220525,12,0.56,12,205,9
20220525,13,0.54,9,192,8
20220525,14,0.55,8,180,7
20220525,15,0.63,13,164,8
20220525,16,0.61,17,151,7
20220525,17,0.7,20,126,7
20220525,18,0.64,24,112,7
20220525,19,0.51,19,109,7
20220525,20,0.45,17,94,7
20220525,21,0.41,16,82,7
20220525,22,0.42,15,78,7
20220525,23,0.4,16,79,7
20220526,0,0.37,16,76,8
20220526,1,0.36,16,74,8
20220526,2,0.37,16,72,8
20220526,3,0.39,18,67,8
20220526,4,0.37,20,61,8
20220526,5,0.4,22,56,9
20220526,6,0.5,34,42,10
20220526,7,0.68,38,41,14
20220526,8,0.7,32,55,15
20220526,9,0.56,22,76,13
20220526,10,0.45,18,91,11
20220526,11,0.44,16,101,10
20220526,12,0.43,15,117,9
20220526,13,0.42,12,131,8
20220526,14,0.37,10,137,8
20220526,15,0.35,9,133,8
20220526,16,0.35,8,135,8
20220526,17,0.35,8,138,8
20220526,18,0.35,10,138,7
20220526,19,0.41,14,137,8
20220526,20,0.44,20,118,8
20220526,21,0.49,34,88,8
20220526,22,0.6,45,60,9
20220526,23,0.61,47,54,10
20220527,0,0.56,44,59,11
20220527,1,0.5,40,58,10
20220527,2,0.51,39,54,11
20220527,3,0.54,40,48,14
20220527,4,0.61,46,39,15
20220527,5,0.66,47,38,15
20220527,6,0.69,43,44,13
20220527,7,0.79,42,55,13
20220527,8,0.82,36,93,13
20220527,9,0.63,22,130,11
20220527,10,0.51,15,149,10
20220527,11,0.45,13,166,9
20220527,12,0.44,11,177,9
20220527,13,0.38,11,187,9
20220527,14,0.43,10,193,9
20220527,15,0.46,11,197,9
20220527,16,0.46,12,192,9
20220527,17,0.44,15,174,10
20220527,18,0.43,17,156,8
20220527,19,0.47,23,140,9
20220527,20,0.51,29,123,9
20220527,21,0.55,32,110,12
20220527,22,0.59,37,98,12
20220527,23,0.6,33,95,13
20220528,0,0.6,37,80,14
20220528,1,0.61,41,69,14
20220528,2,0.63,42,63,13
20220528,3,0.64,38,67,18
20220528,4,0.65,35,66,15
20220528,5,0.7,42,52,16
20220528,6,0.77,44,50,18
20220528,7,0.81,46,55,20
20220528,8,0.8,40,83,18
20220528,9,0.71,26,122,14
20220528,10,0.64,17,141,11
20220528,11,0.68,20,154,12
20220528,12,0.61,15,175,11
20220528,13,0.51,11,172,9
20220528,14,0.51,11,176,9
20220528,15,0.57,12,184,9
20220528,16,0.56,11,178,8
20220528,17,0.56,10,180,8
20220528,18,0.63,10,187,8
20220528,19,0.65,12,179,8
20220528,20,0.6,13,154,8
20220528,21,0.63,14,137,9
20220528,22,0.7,15,124,9
20220528,23,0.7,14,114,9
20220529,0,0.67,15,105,9
20220529,1,0.66,17,96,10
20220529,2,0.65,17,87,10
20220529,3,0.66,17,80,10
20220529,4,0.73,17,75,10
20220529,5,0.75,16,68,11
20220529,6,0.82,18,62,12
20220529,7,0.83,19,64,13
20220529,8,0.81,18,78,13
20220529,9,0.79,16,91,12
20220529,10,0.68,13,107,10
20220529,11,0.66,11,115,9
20220529,12,0.64,10,119,8
20220529,13,0.59,8,130,8
20220529,14,0.58,8,139,8
20220529,15,0.55,7,151,7
20220529,16,0.54,9,155,6
20220529,17,0.53,9,158,6
20220529,18,0.53,11,160,7
20220529,19,0.58,13,154,7
20220529,20,0.61,20,133,8
20220529,21,0.67,40,96,8
20220529,22,0.74,58,65,9
20220529,23,0.76,47,78,10
20220530,0,0.66,35,85,12
20220530,1,0.66,30,87,11
20220530,2,0.63,17,109,9
20220530,3,0.51,13,106,8
20220530,4,0.42,12,87,8
20220530,5,0.35,11,81,8
20220530,6,0.37,14,80,10
20220530,7,0.36,16,80,9
20220530,8,0.35,15,86,8
20220530,9,0.35,16,92,8
20220530,10,0.34,15,102,8
20220530,11,0.32,14,116,7
20220530,12,0.35,13,131,7
20220530,13,0.34,11,147,8
20220530,14,0.34,10,159,8
20220530,15,0.35,12,163,9
20220530,16,0.36,12,165,9
20220530,17,0.36,13,171,9
20220530,18,0.36,15,166,8
20220530,19,0.36,24,154,8
20220530,20,0.4,34,135,9
20220530,21,0.51,41,103,9
20220530,22,0.6,66,70,9
20220530,23,0.51,28,118,10
20220531,0,0.54,21,118,11
20220531,1,0.58,23,107,13
20220531,2,0.63,24,99,14
20220531,3,0.79,23,94,13
20220531,4,0.79,20,91,13
20220531,5,0.66,20,90,13
20220531,6,0.74,23,88,14
20220531,7,0.84,23,89,16
20220531,9,0.78,21,117,14
20220531,10,0.75,19,140,14
20220531,11,0.68,17,167,13
20220531,12,0.61,12,185,11
20220531,13,0.53,10,189,10
20220531,14,0.46,10,185,8
20220531,15,0.47,12,186,9
20220531,16,0.5,14,180,9
20220531,17,0.49,19,174,8
20220531,18,0.53,26,162,10
20220531,19,0.55,27,161,10
20220531,20,0.52,23,157,10
20220531,21,0.66,21,154,11
20220531,22,0.71,22,149,11
20220531,23,0.8,21,145,12
20220601,0,0.67,23,136,11
20220601,1,0.89,23,126,12
20220601,2,0.94,24,119,14
20220601,3,1.05,27,106,15
20220601,4,0.81,31,93,13
20220601,5,0.72,33,87,13
20220601,6,0.78,36,84,14
20220601,7,0.89,36,87,15
20220601,8,1.08,39,99,17
